Suburb,Rooms,Type,Price,Date,Distance,Bathroom,Car,BuildingArea,Regionname,Age
Essendon,4,h,2455000,2017,7.5,2,3,277,Western Metropolitan,97
Essendon,6,h,2500000,2017,7.5,3,5,329,Western Metropolitan,47
Essendon North,3,h,820000,2017,8.2,2,2,153,Western Metropolitan,77
Fawkner,3,h,645000,2017,13.1,1,4,95,Northern Metropolitan,57
Fawkner,3,t,542000,2017,13.1,1,1,123,Northern Metropolitan,9
Ferntree Gully,3,h,725000,2017,24.8,2,3,109,Eastern Metropolitan,61
Ferntree Gully,4,h,940000,2017,24.8,2,5,246,Eastern Metropolitan,26
Fitzroy,3,h,1305000,2017,2.1,2,0,88,Northern Metropolitan,137
Fitzroy North,2,h,1450000,2017,3.6,1,0,97,Northern Metropolitan,127
Flemington,2,h,1175000,2017,3.4,1,1,110,Northern Metropolitan,127
Footscray,4,h,1420000,2017,5.1,1,4,134,Western Metropolitan,117
Frankston North,4,h,595000,2017,36.9,2,2,137,Eastern Victoria,57
Gladstone Park,3,h,650000,2017,12.9,1,4,114,Western Metropolitan,37
Glen Iris,5,h,2625000,2017,7.3,2,2,280,Southern Metropolitan,27
Glen Iris,3,h,1845000,2017,7.3,2,4,135,Southern Metropolitan,47
Glen Iris,4,h,2640000,2017,7.3,2,2,275,Southern Metropolitan,117
Glen Waverley,3,h,2380000,2017,16.7,1,1,108,Eastern Metropolitan,57
Glen Waverley,5,h,2202000,2017,16.7,3,2,288,Eastern Metropolitan,13
Greensborough,3,h,750000,2017,16.1,2,2,153,Northern Metropolitan,6
Greenvale,3,h,715000,2017,20.4,2,2,193,Northern Metropolitan,27
Greenvale,5,h,1020000,2017,20.4,2,2,301,Northern Metropolitan,27
Heathmont,5,h,820000,2017,21.3,3,2,292,Eastern Metropolitan,52
Heidelberg Heights,3,h,705000,2017,8.8,1,2,98,Eastern Metropolitan,67
Heidelberg West,4,h,645000,2017,8.8,2,0,113,Eastern Metropolitan,67
Hillside,5,h,680000,2017,18,3,2,273,Western Metropolitan,19
Hoppers Crossing,4,h,693000,2017,18.4,2,2,217,Western Metropolitan,30
Keilor East,4,h,855000,2017,11.7,2,6,169,Western Metropolitan,47
Kensington,4,h,939000,2017,3.4,2,1,140,Northern Metropolitan,17
Kew,3,h,1625000,2017,5.4,2,2,130,Southern Metropolitan,92
Maribyrnong,5,h,1725000,2017,4.3,2,2,294,Western Metropolitan,7
Mentone,4,h,1460000,2017,20,3,2,288,South-Eastern Metropolitan,57
Elsternwick,3,h,2140000,2017,7.2,2,2,255,Southern Metropolitan,117
Eltham,4,h,985000,2017,18,2,2,198,Eastern Metropolitan,35
Eltham,5,h,955000,2017,18,2,2,240,Eastern Metropolitan,37
Eltham,5,h,1500000,2017,18,4,2,368,Eastern Metropolitan,67
Epping,3,h,480200,2017,19.6,2,1,98,Northern Metropolitan,3
Epping,3,h,606000,2017,19.6,2,2,140,Northern Metropolitan,38
Essendon,4,t,1731000,2017,7.5,4,2,99,Western Metropolitan,47
Fawkner,3,h,600000,2017,13.1,1,2,97,Northern Metropolitan,57
Fawkner,4,h,642000,2017,13.1,2,1,121,Northern Metropolitan,57
Flemington,4,h,1520000,2017,3.4,2,,148,Northern Metropolitan,107
Footscray,2,h,1005000,2017,5.1,1,,112,Western Metropolitan,97
Frankston North,3,h,485000,2017,36.9,1,3,200,Eastern Victoria,39
Glen Waverley,5,h,1863000,2017,16.7,2,2,238,Eastern Metropolitan,37
Glenroy,3,h,750000,2017,11.2,1,2,132,Northern Metropolitan,57
Glenroy,3,h,720000,2017,11.2,1,3,98,Northern Metropolitan,67
Glenroy,5,h,939000,2017,11.2,2,3,208,Northern Metropolitan,57
Greensborough,3,h,960000,2017,16.1,2,4,168,Northern Metropolitan,62
Hoppers Crossing,3,u,441000,2017,18.4,1,1,112,Western Metropolitan,27
Kealba,3,h,632500,2017,14,1,2,121,Western Metropolitan,37
Keilor Downs,3,h,731000,2017,15.5,2,1,204,Western Metropolitan,36
Kew,5,h,2900000,2017,5.4,2,2,241,Southern Metropolitan,117
Kew,4,h,2015000,2017,5.4,1,2,140,Southern Metropolitan,137
Kew,3,h,1900000,2017,5.4,2,1,179,Southern Metropolitan,102
Kurunjang,3,h,355000,2017,31.7,1,4,112,Northern Victoria,27
Malvern,4,h,2610000,2017,5.9,2,2,244,Southern Metropolitan,102
Meadow Heights,3,h,545000,2017,17.4,1,0,98,Northern Metropolitan,32
Melton,3,h,385000,2017,31.7,1,1,96,Western Victoria,47
Melton South,4,h,451000,2017,29.8,2,2,166,Western Victoria,27
Melton South,3,h,425000,2017,29.8,1,4,155,Western Victoria,42
Mentone,2,h,780000,2017,20,2,2,119,South-Eastern Metropolitan,67
Mernda,4,h,705000,2017,25.9,2,3,182,Northern Metropolitan,2
Mill Park,4,h,640000,2017,17.9,2,2,189,Northern Metropolitan,37
Mill Park,3,h,665000,2017,17.9,1,2,116,Northern Metropolitan,37
Mill Park,3,h,660000,2017,17.9,2,3,127,Northern Metropolitan,37
Mitcham,3,h,985000,2017,17.2,1,1,124,Eastern Metropolitan,67
Moonee Ponds,4,h,1780000,2017,6.2,2,2,194,Western Metropolitan,87
Mount Waverley,4,h,980000,2017,14.2,2,2,164,Eastern Metropolitan,47
Northcote,3,h,1500000,2017,5.3,2,1,160,Northern Metropolitan,107
Northcote,3,h,1900000,2017,5.3,2,3,133,Northern Metropolitan,97
Northcote,2,h,1295000,2017,5.3,1,1,100,Northern Metropolitan,92
Northcote,3,h,989000,2017,5.3,2,1,118,Northern Metropolitan,117
Oakleigh,4,h,1160000,2017,12.3,3,2,232,Southern Metropolitan,90
Oakleigh South,3,h,1050000,2017,15.5,2,2,314,South-Eastern Metropolitan,5
Pascoe Vale,3,h,750000,2017,8.5,2,1,112,Northern Metropolitan,67
Reservoir,3,h,780000,2017,12,1,1,132,Northern Metropolitan,57
Richmond,3,h,951000,2017,2.4,1,,98,Northern Metropolitan,137
South Melbourne,2,h,1150000,2017,1.9,1,,84,Southern Metropolitan,127
South Morang,4,h,635000,2017,20.5,2,2,213,Northern Metropolitan,13
South Morang,5,h,810000,2017,20.5,3,2,255,Northern Metropolitan,8
South Morang,4,h,652000,2017,20.5,3,2,230,Northern Metropolitan,8
South Yarra,2,h,1160000,2017,2.7,1,,82,Southern Metropolitan,127
St Albans,3,h,622000,2017,14,1,8,124,Western Metropolitan,37
Sunshine,2,h,730000,2017,10.5,1,0,78,Western Metropolitan,59
Sunshine,3,h,927500,2017,10.5,1,4,145,Western Metropolitan,56
Sunshine,4,h,945800,2017,10.5,1,3,169,Western Metropolitan,67
Surrey Hills,4,h,2900000,2017,10.2,2,3,233,Southern Metropolitan,92
Templestowe Lower,3,h,1300000,2017,12.4,1,1,120,Eastern Metropolitan,57
Templestowe Lower,4,h,1699000,2017,12.4,2,2,205,Eastern Metropolitan,52
Thomastown,4,h,841000,2017,15.3,2,2,240,Northern Metropolitan,13
Wantirna,4,h,1085000,2017,14.7,3,2,219,Eastern Metropolitan,42
Wantirna South,3,h,1261000,2017,14.7,1,4,115,Eastern Metropolitan,57
Wantirna South,5,h,1205000,2017,14.7,2,2,242,Eastern Metropolitan,12
Werribee,3,h,931000,2017,14.7,1,2,151,Western Metropolitan,57
Werribee,3,h,430000,2017,14.7,1,0,110,Western Metropolitan,37
Williamstown,3,h,1375000,2017,6.8,2,,136,Western Metropolitan,27
Yarraville,4,h,1343000,2017,6.3,2,3,167,Western Metropolitan,67
Airport West,3,h,970000,2018,10.4,1,2,140,Western Metropolitan,58
Airport West,4,h,790000,2018,10.4,2,1,178,Western Metropolitan,3
Altona Meadows,3,h,718000,2018,15.5,2,4,154,Western Metropolitan,28
Aspendale,3,h,1000000,2018,21.5,1,2,146,South-Eastern Metropolitan,48
Avondale Heights,3,h,727500,2018,9.5,1,1,137,Western Metropolitan,48
Balwyn North,4,h,1960000,2018,9.7,2,2,210,Southern Metropolitan,48
Bayswater,3,h,910000,2018,23.2,3,4,175,Eastern Metropolitan,38
Bayswater,3,h,862000,2018,23.2,2,2,168,Eastern Metropolitan,43
Bayswater,5,h,822000,2018,23.2,3,6,185,Eastern Metropolitan,38
Berwick,5,h,960000,2018,35.2,3,,235,Eastern Victoria,47
Blackburn North,5,h,1570000,2018,13.4,4,6,172,Eastern Metropolitan,48
Boronia,3,h,629000,2018,25,1,1,100,Eastern Metropolitan,49
Briar Hill,3,h,825000,2018,16.1,2,2,154,Eastern Metropolitan,41
Brighton,3,h,1900000,2018,10.5,2,2,118,Southern Metropolitan,65
Brighton East,2,h,1262000,2018,10.3,1,2,103,Southern Metropolitan,88
Brunswick,2,h,1011000,2018,5.2,1,1,75,Northern Metropolitan,118
Brunswick,3,h,1150000,2018,5.2,1,2,124,Northern Metropolitan,98
Brunswick,2,h,970000,2018,5.2,1,0,113,Northern Metropolitan,108
Brunswick,4,h,1665000,2018,5.2,3,2,223,Northern Metropolitan,4
Caulfield South,4,t,1675000,2018,8.7,3,2,218,Southern Metropolitan,6
Cheltenham,3,h,800000,2018,17.9,1,2,123,Southern Metropolitan,53
Cheltenham,3,h,888000,2018,17.9,1,2,136,Southern Metropolitan,58
Clifton Hill,3,h,1300000,2018,3.6,1,0,115,Northern Metropolitan,128
Coburg,4,h,1090000,2018,6.7,2,3,181,Northern Metropolitan,98
Coburg North,2,h,730000,2018,6.7,1,1,91,Northern Metropolitan,68
Coburg North,3,h,950000,2018,6.7,1,2,123,Northern Metropolitan,68
Coburg North,3,h,800000,2018,6.7,1,2,100,Northern Metropolitan,63
Collingwood,2,h,1079500,2018,2,1,1,125,Northern Metropolitan,36
Craigieburn,3,h,550000,2018,20.6,2,,120,Northern Metropolitan,38
Craigieburn,2,t,380000,2018,20.6,1,1,98,Northern Metropolitan,3
Cremorne,3,h,1245000,2018,2.4,1,2,113,Northern Metropolitan,138
Diamond Creek,3,h,588000,2018,21.8,1,2,101,Northern Victoria,38
Diamond Creek,3,h,700000,2018,21.8,1,1,123,Northern Victoria,48
Dingley Village,3,h,952000,2018,22.2,1,2,152,South-Eastern Metropolitan,43
Doncaster East,4,h,1198000,2018,14.3,2,2,155,Eastern Metropolitan,38
Endeavour Hills,3,h,656000,2018,28.5,1,2,130,South-Eastern Metropolitan,32
Epping,2,h,432000,2018,19.6,1,1,76,Northern Metropolitan,23
Epping,4,h,611000,2018,19.6,2,2,199,Northern Metropolitan,18
Epping,3,h,571550,2018,19.6,2,2,110,Northern Metropolitan,23
Essendon,5,h,2200000,2018,7.5,3,2,242,Western Metropolitan,88
Fawkner,3,h,767500,2018,13.1,1,2,148,Northern Metropolitan,58
Fawkner,3,h,783000,2018,13.1,1,1,124,Northern Metropolitan,53
Frankston,5,h,840000,2018,38,3,2,155,South-Eastern Metropolitan,58
Frankston,4,h,560000,2018,38,1,4,121,South-Eastern Metropolitan,46
Frankston,3,h,636000,2018,38,1,1,86,South-Eastern Metropolitan,28
Frankston,3,h,672500,2018,38,2,3,175,South-Eastern Metropolitan,32
Frankston,2,h,574000,2018,38,1,4,104,South-Eastern Metropolitan,48
Frankston,4,h,1150000,2018,38,3,3,234,South-Eastern Metropolitan,68
Frankston South,3,h,1200000,2018,38,2,2,232,South-Eastern Metropolitan,5
Gladstone Park,3,h,620000,2018,12.9,2,3,115,Western Metropolitan,38
Gladstone Park,3,h,730000,2018,12.9,3,2,197,Western Metropolitan,33
Gowanbrae,3,h,790000,2018,12.9,2,4,176,Western Metropolitan,4
Gowanbrae,3,t,700000,2018,12.9,2,2,172,Western Metropolitan,12
Gowanbrae,4,h,1260000,2018,12.9,2,4,286,Western Metropolitan,16
Greenvale,6,h,1515000,2018,20.4,2,6,323,Northern Metropolitan,35
Greenvale,4,h,690000,2018,20.4,2,2,200,Northern Metropolitan,30
Greenvale,4,h,679000,2018,20.4,3,2,201,Northern Metropolitan,1
Hadfield,3,h,772500,2018,11.2,2,2,130,Northern Metropolitan,48
Hampton East,4,h,1330000,2018,13.8,1,2,116,Southern Metropolitan,68
Heathmont,3,h,1051000,2018,21.3,1,,105,Eastern Metropolitan,58
Highett,3,h,1430000,2018,16,2,2,137,Southern Metropolitan,58
Hillside,4,h,666000,2018,18,2,2,194,Western Metropolitan,18
Hillside,5,h,700000,2018,18,2,2,244,Western Metropolitan,19
Hoppers Crossing,3,h,505000,2018,18.4,1,1,112,Western Metropolitan,28
Jacana,3,h,455000,2018,14,1,1,84,Northern Metropolitan,58
Keilor Downs,3,h,670000,2018,15.5,2,4,110,Western Metropolitan,28
Keilor East,4,h,975000,2018,11.7,2,2,180,Western Metropolitan,43
Kew East,5,h,2300000,2018,7.3,2,3,265,Southern Metropolitan,68
Kilsyth,2,h,830000,2018,26,1,1,91,Eastern Metropolitan,68
Kurunjang,4,h,439000,2018,31.7,2,2,181,Northern Victoria,10
Lalor,3,h,700000,2018,16.3,2,2,183,Northern Metropolitan,7
Langwarrin,3,h,510000,2018,41,2,1,116,Eastern Victoria,6
Maidstone,3,h,825000,2018,6.4,1,2,463,Western Metropolitan,58
Maribyrnong,2,h,1250000,2018,4.3,2,3,146,Western Metropolitan,68
McKinnon,4,h,1820000,2018,11.4,2,2,204,Southern Metropolitan,88
Melton West,3,h,518000,2018,31.7,2,4,132,Northern Victoria,38
Mernda,3,h,572500,2018,25.9,2,2,138,Northern Metropolitan,6
Mulgrave,3,h,825000,2018,18.8,1,1,122,South-Eastern Metropolitan,48
Murrumbeena,3,h,1590000,2018,10.1,1,1,181,Southern Metropolitan,68
Niddrie,4,h,1050000,2018,10.4,3,4,226,Western Metropolitan,5
Northcote,3,h,1585000,2018,5.3,1,1,136,Northern Metropolitan,93
Northcote,2,h,1315000,2018,5.3,1,1,100,Northern Metropolitan,93
Pascoe Vale,3,t,826000,2018,8.5,2,2,118,Northern Metropolitan,1
Pascoe Vale,4,h,1015000,2018,8.5,2,2,100,Northern Metropolitan,4
Point Cook,4,h,650000,2018,14.7,2,1,184,Western Metropolitan,14
Point Cook,4,h,690000,2018,14.7,2,2,211,Western Metropolitan,8
Preston,5,h,1455000,2018,8.4,2,2,253,Northern Metropolitan,88
Reservoir,3,h,600000,2018,12,1,2,120,Northern Metropolitan,33
Reservoir,3,h,900000,2018,12,2,2,121,Northern Metropolitan,68
Reservoir,3,h,810000,2018,12,2,2,118,Northern Metropolitan,4
Reservoir,3,h,920000,2018,12,1,2,119,Northern Metropolitan,48
Reservoir,3,h,775000,2018,12,1,2,123,Northern Metropolitan,68
Richmond,3,h,1700000,2018,2.4,2,2,123,Northern Metropolitan,118
Ringwood,4,h,1246000,2018,19.9,2,2,198,Eastern Metropolitan,68
Ripponlea,2,h,1380000,2018,7.2,1,1,108,Southern Metropolitan,108
Rowville,5,h,956000,2018,23.5,2,4,200,South-Eastern Metropolitan,38
Roxburgh Park,4,h,630000,2018,20.6,2,2,198,Northern Metropolitan,15
South Morang,3,h,500000,2018,20.5,2,1,170,Northern Metropolitan,9
South Morang,4,h,697000,2018,20.5,2,2,161,Northern Metropolitan,9
Spotswood,4,h,1060000,2018,6.2,3,3,108,Western Metropolitan,68
St Kilda,3,h,1310000,2018,5,1,2,121,Southern Metropolitan,118
Sunbury,4,h,450000,2018,31.7,2,0,146,Western Metropolitan,28
Sunbury,3,h,516500,2018,31.7,2,2,162,Western Metropolitan,13
Sunbury,4,h,580000,2018,31.7,2,3,221,Western Metropolitan,8
Sunbury,4,h,590000,2018,31.7,2,2,227,Western Metropolitan,43
Sunshine West,4,h,560000,2018,10.5,2,2,392,Western Metropolitan,23
Taylors Hill,4,h,830000,2018,18,2,3,266,Western Metropolitan,8
Taylors Hill,4,h,660000,2018,18,2,2,214,Western Metropolitan,15
Taylors Lakes,4,h,720000,2018,15.5,2,2,250,Western Metropolitan,29
Templestowe Lower,5,h,1330000,2018,12.4,2,2,207,Eastern Metropolitan,58
Thomastown,3,h,860000,2018,15.3,1,1,134,Northern Metropolitan,48
Viewbank,4,h,1140000,2018,8.9,2,2,236,Eastern Metropolitan,38
Wantirna,4,h,975000,2018,14.7,2,2,142,Eastern Metropolitan,53
Wantirna,4,h,1188888,2018,14.7,3,3,264,Eastern Metropolitan,28
Wantirna South,5,h,1075000,2018,14.7,2,2,279,Eastern Metropolitan,34
Watsonia North,3,h,700000,2018,14.5,1,1,108,Northern Metropolitan,48
Wattle Glen,4,h,835000,2018,23.6,2,2,189,Northern Victoria,6
Werribee,3,h,420000,2018,14.7,2,2,106,Western Metropolitan,23
Werribee,4,h,552000,2018,14.7,2,2,177,Western Metropolitan,18
Werribee,3,h,501000,2018,14.7,1,2,113,Western Metropolitan,26
Williams Landing,4,h,785000,2018,17.6,2,2,248,Western Metropolitan,5
Williamstown,2,h,1115000,2018,6.8,1,2,108,Western Metropolitan,83
Williamstown,3,h,870000,2018,6.8,1,,108,Western Metropolitan,118
Wollert,3,h,640000,2018,25.5,2,2,160,Northern Metropolitan,5
Wyndham Vale,3,h,400000,2018,27.2,1,1,93,Western Metropolitan,6
Yarraville,2,h,870000,2018,6.3,1,,86,Western Metropolitan,118
Abbotsford,2,h,970000,2017,3,1,,85,Northern Metropolitan,127
Airport West,3,h,776000,2017,10.4,2,2,134,Western Metropolitan,5
Airport West,4,h,1220000,2017,10.4,2,5,214,Western Metropolitan,57
Altona North,3,h,835000,2017,9.4,2,3,115,Western Metropolitan,47
Altona North,3,h,860000,2017,9.4,1,5,123,Western Metropolitan,57
Ardeer,4,h,740000,2017,12.8,2,2,185,Western Metropolitan,47
Ascot Vale,4,h,1800000,2017,4.3,3,2,241,Western Metropolitan,67
Ascot Vale,4,h,1400000,2017,4.3,1,2,162,Western Metropolitan,127
Ashburton,4,h,2350000,2017,10.2,2,2,156,Southern Metropolitan,67
Ashwood,4,h,1360000,2017,10.2,2,2,183,Southern Metropolitan,67
Aspendale,3,h,1070000,2017,21.5,2,4,128,South-Eastern Metropolitan,57
Aspendale Gardens,4,h,867500,2017,21.5,2,2,137,South-Eastern Metropolitan,27
Attwood,4,h,915000,2017,16.5,2,2,278,Northern Metropolitan,17
Avondale Heights,4,h,970000,2017,9.5,2,2,181,Western Metropolitan,17
Balaclava,2,h,1170000,2017,6.4,1,1,88,Southern Metropolitan,127
Balwyn,4,h,2650000,2017,7.9,3,2,201,Southern Metropolitan,77
Balwyn North,3,h,2100000,2017,9.7,2,2,300,Southern Metropolitan,13
Bentleigh,3,h,1300000,2017,11.4,1,2,133,Southern Metropolitan,57
Bentleigh,2,h,1750000,2017,11.4,1,1,105,Southern Metropolitan,97
Bentleigh East,3,h,1240000,2017,13.8,1,4,150,Southern Metropolitan,57
Bentleigh East,3,h,1430000,2017,13.8,1,4,120,Southern Metropolitan,67
Blackburn,3,h,1050000,2017,13.4,2,2,111,Eastern Metropolitan,18
Blackburn North,3,h,1030000,2017,13.4,2,1,137,Eastern Metropolitan,49
Brighton,4,h,2520000,2017,10.5,3,2,255,Southern Metropolitan,17
Brighton East,4,h,2100000,2017,10.3,3,2,219,Southern Metropolitan,67
Broadmeadows,3,h,500000,2017,14,1,1,86,Northern Metropolitan,57
Bundoora,3,h,755000,2017,12.1,1,1,120,Northern Metropolitan,47
Bundoora,4,h,770000,2017,12.1,2,1,166,Northern Metropolitan,47
Camberwell,5,h,1660000,2017,7.7,3,2,129,Southern Metropolitan,97
Camberwell,3,h,1300000,2017,7.7,1,1,94,Southern Metropolitan,117
Camberwell,3,h,1625000,2017,7.7,1,2,150,Southern Metropolitan,77
Caulfield South,3,h,1352000,2017,8.7,2,2,132,Southern Metropolitan,77
Chelsea Heights,3,h,745500,2017,27,1,1,108,South-Eastern Metropolitan,47
Chelsea Heights,4,h,686000,2017,27,1,3,162,South-Eastern Metropolitan,57
Cheltenham,3,h,1800000,2017,17.9,2,4,198,Southern Metropolitan,50
Cheltenham,4,h,1150000,2017,17.9,2,2,584,Southern Metropolitan,53
Clifton Hill,4,h,1600000,2017,3.6,2,,170,Northern Metropolitan,137
Coburg,3,h,1050000,2017,6.7,1,2,109,Northern Metropolitan,97
Coburg,4,h,900000,2017,6.7,2,1,133,Northern Metropolitan,107
Collingwood,2,h,1126000,2017,2,1,,119,Northern Metropolitan,117
Craigieburn,4,h,515000,2017,20.6,1,1,129,Northern Metropolitan,37
Craigieburn,3,h,610000,2017,20.6,2,2,185,Northern Metropolitan,27
Craigieburn,4,h,565100,2017,20.6,2,2,172,Northern Metropolitan,1
Craigieburn,3,h,516000,2017,20.6,2,1,138,Northern Metropolitan,5
Croydon,3,h,850000,2017,23,2,3,201,Eastern Metropolitan,39
Delahey,3,h,600000,2017,18,2,2,126,Western Metropolitan,29
Donvale,3,h,1201000,2017,16.1,2,0,169,Eastern Metropolitan,37
Donvale,4,h,802000,2017,16.1,2,1,115,Eastern Metropolitan,57
Donvale,4,h,1105000,2017,16.1,2,2,175,Eastern Metropolitan,47
Doreen,3,h,510000,2017,25.9,2,2,135,Northern Victoria,7
Elsternwick,3,h,1459000,2017,7.2,1,1,138,Southern Metropolitan,102
Epping,3,h,619000,2017,19.6,1,2,120,Northern Metropolitan,47
Epping,4,h,585000,2017,19.6,2,2,165,Northern Metropolitan,1
Epping,3,h,552000,2017,19.6,1,1,98,Northern Metropolitan,27
Ferntree Gully,4,h,880000,2017,24.8,2,2,225,Eastern Metropolitan,40
Fitzroy North,3,h,2540000,2017,3.6,3,1,190,Northern Metropolitan,107
Fitzroy North,4,h,1650000,2017,3.6,2,1,166,Northern Metropolitan,117
Fitzroy North,2,h,1360000,2017,3.6,1,,93,Northern Metropolitan,137
Flemington,3,h,1300000,2017,3.4,1,0,104,Northern Metropolitan,107
Footscray,4,h,1225000,2017,5.1,1,2,97,Western Metropolitan,117
Forest Hill,3,h,1200000,2017,15.4,2,1,155,Eastern Metropolitan,57
Frankston,3,h,550000,2017,38,1,3,84,South-Eastern Metropolitan,47
Frankston,3,h,642000,2017,38,2,2,141,South-Eastern Metropolitan,50
Frankston,3,h,599000,2017,38,1,4,147,South-Eastern Metropolitan,47
Frankston,4,h,585000,2017,38,2,2,152,South-Eastern Metropolitan,51
Frankston North,3,h,500000,2017,36.9,1,2,105,Eastern Victoria,57
Gladstone Park,3,h,721500,2017,12.9,1,1,155,Western Metropolitan,42
Glenroy,5,h,810000,2017,11.2,3,2,342,Northern Metropolitan,27
Glenroy,4,h,685000,2017,11.2,2,1,174,Northern Metropolitan,67
Greenvale,4,h,880000,2017,20.4,5,2,354,Northern Metropolitan,2
Greenvale,4,h,685000,2017,20.4,2,2,198,Northern Metropolitan,18
Hampton East,5,h,1700000,2017,13.8,3,2,320,Southern Metropolitan,21
Hampton East,3,h,1175000,2017,13.8,2,2,188,Southern Metropolitan,1
Hampton East,3,h,1347000,2017,13.8,1,2,140,Southern Metropolitan,67
Hawthorn,3,h,1660000,2017,5.3,2,1,133,Southern Metropolitan,127
Hillside,3,h,610000,2017,18,2,2,152,Western Metropolitan,25
Hoppers Crossing,3,h,570000,2017,18.4,2,2,137,Western Metropolitan,37
Ivanhoe,3,h,1200000,2017,7.8,3,2,161,Eastern Metropolitan,3
Kealba,4,h,600000,2017,14,2,4,179,Western Metropolitan,32
Keilor Downs,3,h,780000,2017,15.5,2,2,175,Western Metropolitan,32
Keilor East,6,h,925000,2017,11.7,3,2,268,Western Metropolitan,47
Keilor East,3,h,850000,2017,11.7,2,2,185,Western Metropolitan,32
Keilor East,4,h,740000,2017,11.7,1,4,120,Western Metropolitan,47
Kensington,3,h,1760000,2017,3.4,2,2,212,Northern Metropolitan,117
Keysborough,4,h,970000,2017,25.2,2,2,168,South-Eastern Metropolitan,4
Kings Park,3,h,526000,2017,14,1,2,161,Western Metropolitan,32
Lalor,3,h,695000,2017,16.3,1,2,94,Northern Metropolitan,37
Lalor,4,h,676000,2017,16.3,2,2,156,Northern Metropolitan,42
Malvern East,3,h,2180000,2017,8.4,1,2,126,Southern Metropolitan,97
Malvern East,3,h,1620000,2017,8.4,1,1,185,Southern Metropolitan,87
Maribyrnong,3,h,1190000,2017,4.3,1,2,113,Western Metropolitan,77
Maribyrnong,4,h,1770000,2017,4.3,3,3,337,Western Metropolitan,37
McKinnon,3,t,1312000,2017,11.4,2,2,165,Southern Metropolitan,22
Melton South,4,h,420000,2017,29.8,1,4,124,Western Victoria,42
Mernda,3,h,525000,2017,25.9,1,1,115,Northern Metropolitan,32
Mickleham,4,h,1225000,2017,20.6,3,8,300,Northern Metropolitan,12
Middle Park,2,h,1515000,2017,3,1,0,78,Southern Metropolitan,117
Mill Park,4,h,660000,2017,17.9,2,1,135,Northern Metropolitan,37
Mill Park,5,h,730000,2017,17.9,2,2,150,Northern Metropolitan,32
Mitcham,3,h,2305000,2017,17.2,1,2,147,Eastern Metropolitan,57
Moonee Ponds,4,h,1400000,2017,6.2,2,1,156,Western Metropolitan,77
Niddrie,4,h,1250000,2017,10.4,3,1,413,Western Metropolitan,50
North Melbourne,2,h,850000,2017,1.8,1,,81,Northern Metropolitan,127
Officer,4,h,563000,2017,43.3,2,2,155,Eastern Victoria,4
Ormond,3,h,1370000,2017,11.4,2,2,168,Southern Metropolitan,1
Pakenham,4,h,571000,2017,47.3,2,1,159,Eastern Victoria,47
Pakenham,3,h,480000,2017,47.3,1,2,109,Eastern Victoria,29
Parkdale,3,h,1140000,2017,21.5,2,2,165,South-Eastern Metropolitan,57
Pascoe Vale,3,h,1110000,2017,8.5,2,2,154,Northern Metropolitan,7
Point Cook,4,h,655000,2017,14.7,2,2,193,Western Metropolitan,7
Port Melbourne,2,h,1200000,2017,3.5,2,1,126,Southern Metropolitan,15
Port Melbourne,5,h,2725000,2017,3.5,3,0,210,Southern Metropolitan,117
Preston,4,h,1500000,2017,8.4,2,2,232,Northern Metropolitan,4
Preston,3,h,1081000,2017,8.4,1,4,155,Northern Metropolitan,67
Reservoir,3,h,980000,2017,12,1,4,131,Northern Metropolitan,77
Richmond,3,h,2200000,2017,2.4,2,1,171,Northern Metropolitan,130
Richmond,2,h,1360000,2017,2.4,1,,65,Northern Metropolitan,97
Ringwood,5,h,1230000,2017,19.9,3,2,195,Eastern Metropolitan,67
Ringwood East,4,h,1675000,2017,21.3,3,2,254,Eastern Metropolitan,57
Roxburgh Park,3,h,431000,2017,20.6,2,2,134,Northern Metropolitan,14
Roxburgh Park,3,h,575000,2017,20.6,2,2,164,Northern Metropolitan,27
Seaford,3,h,850000,2017,35.4,1,3,118,South-Eastern Metropolitan,57
Skye,3,h,520000,2017,34.7,1,1,96,South-Eastern Metropolitan,42
South Morang,4,h,870000,2017,20.5,2,2,298,Northern Metropolitan,2
South Morang,4,h,621000,2017,20.5,2,2,170,Northern Metropolitan,15
South Morang,3,h,612000,2017,20.5,2,2,140,Northern Metropolitan,22
St Albans,4,h,660000,2017,14,2,4,185,Western Metropolitan,33
St Albans,5,h,620000,2017,14,3,2,107,Western Metropolitan,42
St Albans,4,h,620000,2017,14,1,2,172,Western Metropolitan,27
Strathmore,3,h,1400000,2017,8.2,2,2,529,Western Metropolitan,92
Strathmore Heights,3,t,800000,2017,8.2,2,2,206,Western Metropolitan,7
Sunbury,5,h,675000,2017,31.7,2,2,247,Western Metropolitan,15
Sunbury,2,h,367000,2017,31.7,1,2,100,Western Metropolitan,57
Sunbury,3,h,465000,2017,31.7,1,1,115,Western Metropolitan,42
Sunshine,3,h,975000,2017,10.5,1,4,145,Western Metropolitan,47
Taylors Lakes,4,h,836000,2017,15.5,2,2,223,Western Metropolitan,17
Taylors Lakes,5,h,725000,2017,15.5,3,4,269,Western Metropolitan,19
Templestowe,5,h,1950000,2017,15.5,3,2,275,Eastern Metropolitan,25
Thomastown,3,h,657000,2017,15.3,1,1,105,Northern Metropolitan,47
Thomastown,4,h,645000,2017,15.3,1,4,103,Northern Metropolitan,37
Thornbury,2,h,1250000,2017,7,1,1,107,Northern Metropolitan,92
